media,page_url,features,rating,rating_count,price
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_07.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_08.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_09.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_10.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_11.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000104456_14.jpg']",https://www.wickes.co.uk/Keter-Oakland-Double-Door-Outdoor-Apex-Plastic-Garden-Shed---7-5-x-13ft/p/287538,"['Worry free ultra rugged resin construction with sturdy steel reinforcement with precut tongue and groove panels for easy assembly', 'Walls combine warm weathered wooden texture with the durability of resin which is easily paintable to match your house or other structures', 'Heavy duty floor stands up to extremely heavy items like riding mowers and ATVs', 'Ceiling height allows an adult to comfortably move around inside', 'Roof supports heavy snow loads of up to 100kg/sqm']",0.0,0,1565.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069624_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069624_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069624_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069624_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069624_04.jpg']",https://www.wickes.co.uk/Power-Sheds-Pent-Shiplap-Dip-Treated-Pub-Shed---12-x-4ft/p/273899,"['Responsibly sourced high grade Scandinavian timber', 'Heavy duty framing with corner bracing on all wall panels', '12mm thick shiplap tongue and groove, including the roof and floor', 'High performance polyester backed waterproof felt', 'Lock and key, full fixings and instructions included as standard', 'Toughened glass with PVC window sills', 'See attached PDFs for guarantee and delivery details']",0.0,0,982.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069622_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069622_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069622_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069622_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069622_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069622_06.jpg']",https://www.wickes.co.uk/Power-Sheds-Pent-Shiplap-Dip-Treated-Pub-Shed---8-x-4ft/p/273897,"['Responsibly sourced high grade Scandinavian timber', 'Heavy duty framing with corner bracing on all wall panels', '12mm thick shiplap tongue and groove, including the roof and floor', 'High performance polyester backed waterproof felt', 'Lock and key, full fixings and instructions included as standard', 'Toughened glass with PVC window sills', 'See attached PDFs for guarantee and delivery details']",0.0,0,756.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_08.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086158_09.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Security-Shed---8-x-10ft/p/278356,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1082.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086122_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086122_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086122_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086122_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086122_05.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Windowless-Shed---8-x-10ft/p/278320,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,995.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069621_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069621_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069621_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069621_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069621_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069621_06.jpg']",https://www.wickes.co.uk/Power-Sheds-Pent-Shiplap-Dip-Treated-Pub-Shed---6-x-4ft/p/273896,"['Responsibly sourced high grade Scandinavian timber', 'Heavy duty framing with corner bracing on all wall panels', '12mm thick shiplap tongue and groove, including the roof and floor', 'High performance polyester backed waterproof felt', 'Lock and key, full fixings and instructions included as standard', 'Toughened glass with PVC window sills', 'See attached PDFs for guarantee and delivery details']",0.0,0,660.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086113_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---8-x-10ft/p/278311,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,995.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086114_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---10-x-10ft/p/278312,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1147.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086133_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Shed---12-x-10ft/p/278331,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1286.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_08.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086160_09.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Security-Shed---12-x-10ft/p/278358,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1338.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086135_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Shed---16-x-10ft/p/278333,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1730.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069620_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069620_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069620_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069620_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069620_04.jpg']",https://www.wickes.co.uk/Power-Sheds-Pent-Shiplap-Dip-Treated-Pub-Shed---4-x-4ft/p/273895,"['Responsibly sourced high grade Scandinavian timber', 'Heavy duty framing with corner bracing on all wall panels', '12mm thick shiplap tongue and groove, including the roof and floor', 'High performance polyester backed waterproof felt', 'Lock and key, full fixings and instructions included as standard', 'Toughened glass with PVC window sills', 'See attached PDFs for guarantee and delivery details']",0.0,0,543.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000069623_06.jpg']",https://www.wickes.co.uk/Power-Sheds-Pent-Shiplap-Dip-Treated-Pub-Shed---10-x-4ft/p/273898,"['Responsibly sourced high grade Scandinavian timber', 'Heavy duty framing with corner bracing on all wall panels', '12mm thick shiplap tongue and groove, including the roof and floor', 'High performance polyester backed waterproof felt', 'Lock and key, full fixings and instructions included as standard', 'Toughened glass with PVC window sills', 'See attached PDFs for guarantee and delivery details']",0.0,0,877.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086111_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---4-x-10ft/p/278309,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,704.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086121_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086121_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086121_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086121_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086121_05.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Windowless-Shed---6-x-10ft/p/278319,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,877.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086115_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---12-x-10ft/p/278313,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1243.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086112_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---6-x-10ft/p/278310,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,877.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086140_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086140_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086140_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086140_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086140_05.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Windowless-Shed---8-x-10ft/p/278338,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1038.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086117_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086117_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086117_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086117_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086117_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086117_06.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---16-x-10ft/p/278315,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1686.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086139_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086139_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086139_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086139_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086139_05.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Windowless-Shed---6-x-10ft/p/278337,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,921.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086129_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Shed---4-x-10ft/p/278327,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,747.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086146_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086146_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086146_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086146_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086146_05.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Windowless-Shed---20-x-10ft/p/278344,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1991.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086119_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Apex-Shiplap-Dip-Treated-Shed---20-x-10ft/p/278317,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1947.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000086134_07.jpg']",https://www.wickes.co.uk/Power-Sheds-Double-Door-Apex-Shiplap-Dip-Treated-Shed---14-x-10ft/p/278332,"['Responsibly sourced high grade Scandinavian timber', '12mm thick shiplap tongue and groove, including the roof and floor', 'Heavy duty framing with corner bracing on all wall panels', 'Toughened glass with PVC window sills', 'High performance polyester backed waterproof felt', 'Special formula wood preserver allows you to go a year without needing to retreat', 'Lock and key, full fixings and instructions included as standard', 'Multiple national award-winning garden shed manufacturer including UK Best New Business, Award for Innovation and Disruptor of the year']",0.0,0,1630.0
