media,page_url,features,rating,rating_count,price
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145020_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Right-Hung-Clear-Double-Glazed-Fixed-Light-Window---1190-x-1190mm/p/302081,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,260.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142941_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left-Hung-Obscure-Double-Glazed-Window---610-x-1040mm/p/302002,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Obscure privacy glazing, Pilkington Stipolytte design giving level 5 obscurity', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,190.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145035_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Right-Hung-Top-Opener-Clear-Double-Glazed-Fixed-Light-Window---1190-x-1190mm/p/302096,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,310.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142967_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left-Hung-Clear-Double-Glazed-Fixed-Light-Window---905-x-965mm/p/302028,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,200.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142934_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left+Right-Hung-Clear-Double-Glazed-Fixed-Light-Centre-Window---1770-x-965mm/p/301995,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,400.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145057_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Top-Hung-Opener-Clear-Double-Glazed-Fixed-Light-Window---1190-x-965mm/p/302118,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,230.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142932_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Left+Right-Hung-Clear-Double-Glazed-Fixed-Centre-Window---1770-x-1190mm/p/301993,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,500.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142984_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left-Hung-Top-Opener-Clear-Double-Glazed-Fixed-Light-Window---1190-x-1040mm/p/302045,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",5.0,1,290.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142985_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left-Hung-Top-Opener-Clear-Double-Glazed-Fixed-Light-Window---1190-x-1190mm/p/302046,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,310.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142965_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left-Hung-Obscure-Double-Glazed-Fixed-Light-Window---1190-x-1190mm/p/302026,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Obscure privacy glazing, Pilkington Stipolytte design giving level 5 obscurity', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,300.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142930_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Left+Right-Hung-Clear-Double-Glazed-Fixed-Centre-Window---1770-x-965mm/p/301991,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,430.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145012_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Right-Hung-Obscure-Double-Glazed-Fixed-Light-Window---905-x-965mm/p/302073,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Obscure privacy glazing, Pilkington Stipolytte design giving level 5 obscurity', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,220.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145062_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Top-Hung-Opener-Clear-Double-Glazed-Fixed-Light-Window---1040-x-1190mm/p/302123,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,260.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145083_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Top-Opener-Obscure-Double-Glazed-Window---610-x-610mm/p/302144,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Obscure privacy glazing, Pilkington Stipolytte design giving level 5 obscurity', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,160.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142949_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Left-Hung-Clear-Double-Glazed-Window---610-x-820mm/p/302010,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,165.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145096_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Top-Opener-Clear-Double-Glazed-Window---610-x-1040mm/p/302157,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,220.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142976_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Left-Hung-Clear-Double-Glazed-Fixed-Light-Window---1190-x-965mm/p/302037,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,280.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000142931_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Left+Right-Hung-Clear-Double-Glazed-Fixed-Centre-Window---1770-x-1040mm/p/301992,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,450.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145075_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Top-Hung-Opener-Clear-Double-Glazed-Fixed-Light-Window---610-x-1115mm/p/302136,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,230.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145095_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-Top-Opener-Clear-Double-Glazed-Window---610-x-610mm/p/302156,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,170.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_02.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145016_06.jpg']",https://www.wickes.co.uk/Crystal-uPVC-White-Right-Hung-Clear-Double-Glazed-Fixed-Light-Window---1190-x-965mm/p/302077,"['A rated window with an overall U value of 1.3 W/m2K', 'Low E 28mm glazing unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'Fitted with egress hinges to conform with building regulations for fire escape', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,230.0
"['https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_00.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_01.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_03.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_04.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_05.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_06.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_07.jpg', 'https://res.cloudinary.com/dj6kabpgi/image/upload/products/wickes/GPID_5000145619_08.jpg']",https://www.wickes.co.uk/Crystal-uPVC-Grey-White-Top-Hung-Clear-Triple-Glazed-Window---820-x-820mm/p/302332,"['A rated window with an overall U value of 1.0 W/m2K', 'Low E 36mm triple glazed unit including argon gas and warm edge spacer bar', 'White handle and cill included (cill is included in the OA product height)', 'Espag locking including night vent position allowing two locked positions for the sash', 'Trickle ventilation allowing controlled air into your habitable room', 'To confirm the image handing the product is viewed from the outside', 'Sizes shown are actual product sizes, the height includes 30mm for the cill']",0.0,0,255.0
