category_code,URL,category_id,subcategory_id
TPW592557,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/paving-packs/TPW592557.cat,9,46
TPW830173,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/saws/jigsaws/TPW830173.cat,16,67
TPW638888,https://www.trade-point.co.uk/departments/tools-equipment/safety-workwear/workwear/body-warmers/TPW638888.cat,16,74
TPW581222,https://www.trade-point.co.uk/departments/outdoor-garden/plants-seeds-bulbs/houseplants/TPW581222.cat,9,43
TPW585184,https://www.trade-point.co.uk/departments/outdoor-garden/decking/decking-accessories/decking-spindles/TPW585184.cat,9,44
TPW585883,https://www.trade-point.co.uk/departments/outdoor-garden/fencing/fence-post-support/TPW585883.cat,9,44
TPW780441,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/cutting-pruning/garden-knives/TPW780441.cat,16,61
TPW831348,https://www.trade-point.co.uk/departments/hardware/locks-padlocks/door-locks-latches/combination-locks/TPW831348.cat,10,50
TPW1728055,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/household-cleaning/air-fresheners/TPW1728055.cat,16,67
TPW780135,https://www.trade-point.co.uk/departments/lighting/outdoor-lights/lanterns/TPW780135.cat,2,10
TPW589048,https://www.trade-point.co.uk/departments/tools-equipment/power-tool-accessories/sanding/sanding-discs/TPW589048.cat,16,67
TPW592556,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/paving-edging/TPW592556.cat,9,46
TPW637297,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/drills/drill-drivers/TPW637297.cat,16,67
TPW1484078,https://www.trade-point.co.uk/departments/home-furniture-storage/storage-shelving/clothes-storage-shoe-racks/hangers/TPW1484078.cat,17,77
TPW589043,https://www.trade-point.co.uk/departments/tools-equipment/power-tool-accessories/routing/biscuit-jointing/TPW589043.cat,16,67
TPW822489,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/bedding/pillow-cases/TPW822489.cat,17,77
TPW585889,https://www.trade-point.co.uk/departments/outdoor-garden/fencing/gravel-boards/TPW585889.cat,9,44
TPW1411676,https://www.trade-point.co.uk/departments/bathroom/wet-rooms/bathroom-wall-panels/TPW1411676.cat,5,20
TPW1136861,https://www.trade-point.co.uk/departments/tools-equipment/safety-workwear/workwear/work-shorts/TPW1136861.cat,16,74
TPW822116,https://www.trade-point.co.uk/departments/bathroom/shower-enclosures-doors-trays/shower-enclosures/TPW822116.cat,5,20
TPW1230331,https://www.trade-point.co.uk/departments/lighting/indoor-lights/spotlights-downlights/TPW1230331.cat,2,10
TPW780450,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/digging-planting-soil-care/TPW780450.cat,16,61
TPW1022905,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/saws/saw-stands/TPW1022905.cat,16,67
TPW580656,https://www.trade-point.co.uk/departments/hardware/door-furniture/TPW580656.cat,15,64
TPW1728057,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/household-cleaning/sponges-scourers/TPW1728057.cat,16,67
TPW780424,https://www.trade-point.co.uk/departments/outdoor-garden/garden-power-tools/scarifiers-tillers/TPW780424.cat,16,61
TPW2022912,https://www.trade-point.co.uk/departments/outdoor-garden/bbq-s-bbq-accessories/pizza-ovens/TPW2022912.cat,9,40
TPW1102708,https://www.trade-point.co.uk/departments/bathroom/wet-rooms/tile-backer-boards/TPW1102708.cat,5,20
TPW580738,https://www.trade-point.co.uk/departments/hardware/fixings-plugs/wall-plugs/TPW580738.cat,15,62
TPW579493,https://www.trade-point.co.uk/departments/lighting/outdoor-lights/ground-lights/TPW579493.cat,2,10
TPW822115,https://www.trade-point.co.uk/departments/bathroom/shower-enclosures-doors-trays/shower-doors/TPW822115.cat,5,20
TPW780443,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/cutting-pruning/loppers/TPW780443.cat,16,67
TPW1022896,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/saws/reciprocating-saws/TPW1022896.cat,16,67
TPW1022906,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/drills/sds-drills/TPW1022906.cat,16,67
TPW831350,https://www.trade-point.co.uk/departments/hardware/locks-padlocks/door-locks-latches/thumbturn-locks/TPW831350.cat,10,50
TPW579325,https://www.trade-point.co.uk/departments/electrical-security/telephones-accessories/telephone-extension-kits/TPW579325.cat,2,8
TPW579495,https://www.trade-point.co.uk/departments/lighting/outdoor-lights/post-lights/TPW579495.cat,2,10
TPW822490,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/bedding/bed-sheets/TPW822490.cat,17,77
TPW780469,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/fencing-tools/TPW780469.cat,16,61
TPW635923,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/staplers-tackers-riveters/TPW635923.cat,16,67
TPW592559,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/single-paving-slabs/TPW592559.cat,9,46
TPW1728036,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/household-cleaning/cleaning-products/TPW1728036.cat,16,67
TPW822395,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/shower-curtain-rails-rods/TPW822395.cat,5,20
TPW585183,https://www.trade-point.co.uk/departments/outdoor-garden/decking/decking-accessories/decking-post-caps/TPW585183.cat,9,44
TPW636256,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/vices-clamps/TPW636256.cat,16,67
TPW623239,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/measures-levels/tape-measures/TPW623239.cat,16,67
TPW579451,https://www.trade-point.co.uk/departments/lighting/indoor-lights/table-desk-lamps/TPW579451.cat,2,10
TPW585091,https://www.trade-point.co.uk/departments/outdoor-garden/decking/decking-tiles/TPW585091.cat,9,44
TPW780459,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/digging-planting-soil-care/forks/TPW780459.cat,16,62
TPW843065,https://www.trade-point.co.uk/departments/flooring-tiling/flooring-underlay/TPW843065.cat,4,15
TPW579453,https://www.trade-point.co.uk/departments/lighting/indoor-lights/floor-lamps/TPW579453.cat,2,10
TPW822127,https://www.trade-point.co.uk/departments/bathroom/wet-rooms/complete-wet-room-kits/TPW822127.cat,5,20
TPW1074018,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/gabion-stone-cages/TPW1074018.cat,9,46
TPW585836,https://www.trade-point.co.uk/departments/outdoor-garden/greenhouses-growhouses/greenhouse-accessories/TPW585836.cat,9,39
TPW824248,https://www.trade-point.co.uk/departments/kitchen/kitchen-appliances/wine-coolers/TPW824248.cat,6,32
TPW637289,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/drills/combi-drills/TPW637289.cat,16,67
TPW589068,https://www.trade-point.co.uk/departments/tools-equipment/power-tool-accessories/sawing-blades/circular-saw-blades/TPW589068.cat,16,67
TPW822393,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/toilet-roll-holders/TPW822393.cat,5,26
TPW780467,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/rakes-weeding-clearing/hoes/TPW780467.cat,16,62
TPW585798,https://www.trade-point.co.uk/departments/outdoor-garden/arches-arbours-pergolas/canopies/TPW585798.cat,9,43
TPW1534147,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/paddle-mixers/TPW1534147.cat,16,67
TPW580654,https://www.trade-point.co.uk/departments/hardware/ropes-bungees-straps-chains/TPW580654.cat,15,62
TPW822491,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/bedding/duvets/TPW822491.cat,17,77
TPW637144,https://www.trade-point.co.uk/departments/tools-equipment/ladders-steps/loft-ladders/TPW637144.cat,16,75
TPW589071,https://www.trade-point.co.uk/departments/tools-equipment/power-tool-accessories/sawing-blades/diamond-blades/TPW589071.cat,16,67
TPW765624,https://www.trade-point.co.uk/departments/hardware/builder-s-metalwork/straps-ties/TPW765624.cat,15,78
TPW581227,https://www.trade-point.co.uk/departments/outdoor-garden/plants-seeds-bulbs/seeds/TPW581227.cat,9,43
TPW623124,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/planes-chisels-files/planes/TPW623124.cat,16,67
TPW822392,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/toothbrush-holders-tumblers/TPW822392.cat,5,26
TPW1728060,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/household-cleaning/toilet-rolls-kitchen-rolls-tissues/TPW1728060.cat,16,67
TPW580734,https://www.trade-point.co.uk/departments/hardware/fixings-plugs/frame-fixings/TPW580734.cat,15,62
TPW780445,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/cutting-pruning/secateurs/TPW780445.cat,16,61
TPW985748,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/measures-levels/laser-range-finders/TPW985748.cat,16,67
TPW780378,https://www.trade-point.co.uk/departments/outdoor-garden/garden-power-tools/chainsaws/TPW780378.cat,16,61
TPW581032,https://www.trade-point.co.uk/departments/outdoor-garden/bbq-s-bbq-accessories/bbq-s/TPW581032.cat,9,40
TPW623230,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/measures-levels/mitre-boxes/TPW623230.cat,16,67
TPW1655187,https://www.trade-point.co.uk/departments/heating-plumbing-cooling/plumbing/pipe-fittings/elbows/TPW1655187.cat,1,3
TPW1655189,https://www.trade-point.co.uk/departments/heating-plumbing-cooling/plumbing/pipe-fittings/inserts/TPW1655189.cat,1,3
TPW1655198,https://www.trade-point.co.uk/departments/heating-plumbing-cooling/plumbing/pipe-fittings/hose-clips/TPW1655198.cat,1,3
TPW623237,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/measures-levels/laser-levels/TPW623237.cat,16,67
TPW822381,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/bathroom-accessory-sets/TPW822381.cat,5,26
TPW580693,https://www.trade-point.co.uk/departments/hardware/locks-padlocks/door-locks-latches/cylinder-locks/TPW580693.cat,10,50
TPW637269,https://www.trade-point.co.uk/departments/tools-equipment/site-equipment/cement-mixers-accessories/TPW637269.cat,16,67
TPW780368,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/block-paving/TPW780368.cat,9,46
TPW830469,https://www.trade-point.co.uk/departments/lighting/light-fixtures-fittings/starter-switches/TPW830469.cat,2,10
TPW1022871,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/glue-heat-guns/TPW1022871.cat,16,67
TPW822488,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/bedding/bed-sets/TPW822488.cat,17,77
TPW1129236,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/radios/TPW1129236.cat,16,67
TPW579435,https://www.trade-point.co.uk/departments/lighting/light-fixtures-fittings/light-pendants/TPW579435.cat,2,10
TPW822384,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/shower-bath-seats/TPW822384.cat,5,26
TPW822389,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/bath-shower-mats/TPW822389.cat,5,26
TPW1484083,https://www.trade-point.co.uk/departments/home-furniture-storage/storage-shelving/clothes-storage-shoe-racks/shoe-racks/TPW1484083.cat,17,77
TPW638753,https://www.trade-point.co.uk/departments/tools-equipment/tool-storage/organisers/TPW638753.cat,16,67
TPW1074013,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/carpet-stones/TPW1074013.cat,9,46
TPW623159,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/cartridge-tape-guns/TPW623159.cat,16,67
TPW767417,https://www.trade-point.co.uk/departments/home-furniture-storage/storage-shelving/packaging/TPW767417.cat,17,77
TPW822397,https://www.trade-point.co.uk/departments/bathroom/bathroom-accessories/shower-caddies-organisers/TPW822397.cat,5,26
TPW1214108,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/tap-die-sets/TPW1214108.cat,16,67
TPW579491,https://www.trade-point.co.uk/departments/lighting/outdoor-lights/decking-lights/TPW579491.cat,2,10
TPW566475,https://www.trade-point.co.uk/departments/flooring-tiling/tiling-grouts-sealers-adhesives/TPW566475.cat,4,17
TPW768184,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/home-accessories/lanterns/TPW768184.cat,17,77
TPW765473,https://www.trade-point.co.uk/departments/flooring-tiling/flooring-supplies/flooring-adhesives/TPW765473.cat,4,15
TPW1074015,https://www.trade-point.co.uk/departments/outdoor-garden/paving-walling/british-standard-paving/TPW1074015.cat,9,46
TPW824233,https://www.trade-point.co.uk/departments/kitchen/kitchen-appliances/dishwashers/TPW824233.cat,6,32
TPW623194,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/cable-strippers-crimpers/crimpers/TPW623194.cat,16,67
TPW765621,https://www.trade-point.co.uk/departments/hardware/builder-s-metalwork/profiles/TPW765621.cat,15,78
TPW1322124,https://www.trade-point.co.uk/departments/kitchen/kitchen-appliances/coffee-machines/TPW1322124.cat,6,32
TPW1739962,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/workshop-machinery/TPW1739962.cat,16,67
TPW581009,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/rugs-mats/TPW581009.cat,17,77
TPW589066,https://www.trade-point.co.uk/departments/tools-equipment/power-tool-accessories/sanding/sanding-sheets/TPW589066.cat,16,67
TPW780468,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/lawn-spreaders-rollers/TPW780468.cat,16,61
TPW585090,https://www.trade-point.co.uk/departments/outdoor-garden/decking/decking-joists/TPW585090.cat,9,44
TPW1255305,https://www.trade-point.co.uk/departments/home-furniture-storage/storage-shelving/storage-baskets/TPW1255305.cat,17,77
TPW1655188,https://www.trade-point.co.uk/departments/heating-plumbing-cooling/plumbing/pipe-fittings/end-caps-plugs-stop-ends/TPW1655188.cat,1,3
TPW580737,https://www.trade-point.co.uk/departments/hardware/fixings-plugs/plasterboard-fixings/TPW580737.cat,15,62
TPW780462,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/rakes-weeding-clearing/TPW780462.cat,16,61
TPW581237,https://www.trade-point.co.uk/departments/outdoor-garden/arches-arbours-pergolas/TPW581237.cat,9,39
TPW585862,https://www.trade-point.co.uk/departments/outdoor-garden/greenhouses-growhouses/greenhouse-accessories/greenhouse-heaters/TPW585862.cat,16,61
TPW635930,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/staplers-tackers-riveters/manual-staplers/TPW635930.cat,16,67
TPW1066873,https://www.trade-point.co.uk/departments/tools-equipment/site-equipment/cement-mixers-accessories/cement-mixer-drums/TPW1066873.cat,16,67
TPW581015,https://www.trade-point.co.uk/departments/home-furniture-storage/home-furnishings/rugs-mats/runners/TPW581015.cat,17,77
TPW585827,https://www.trade-point.co.uk/departments/outdoor-garden/arches-arbours-pergolas/garden-pagodas/TPW585827.cat,9,39
TPW765618,https://www.trade-point.co.uk/departments/hardware/builder-s-metalwork/straps-ties/wall-ties/TPW765618.cat,15,78
TPW580727,https://www.trade-point.co.uk/departments/hardware/bolts-nuts-washers/nuts/TPW580727.cat,15,62
TPW580758,https://www.trade-point.co.uk/departments/hardware/door-furniture/door-stops/TPW580758.cat,15,64
TPW780454,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/digging-planting-soil-care/scoops/TPW780454.cat,16,61
TPW780453,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/digging-planting-soil-care/edgers/TPW780453.cat,16,61
TPW1066891,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/workshop-machinery/bench-grinders/TPW1066891.cat,16,67
TPW580757,https://www.trade-point.co.uk/departments/hardware/door-furniture/finger-kick-plates/TPW580757.cat,16,67
TPW580756,https://www.trade-point.co.uk/departments/hardware/door-furniture/letter-boxes/TPW580756.cat,15,64
TPW822135,https://www.trade-point.co.uk/departments/bathroom/wet-rooms/installation-kits-components/waterproof-matting/TPW822135.cat,5,20
TPW585182,https://www.trade-point.co.uk/departments/outdoor-garden/decking/decking-accessories/decking-posts/TPW585182.cat,9,44
TPW585187,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/bins-sacks/tubs/TPW585187.cat,16,67
TPW585837,https://www.trade-point.co.uk/departments/outdoor-garden/greenhouses-growhouses/greenhouse-accessories/ventilation/TPW585837.cat,9,39
TPW635931,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/staplers-tackers-riveters/riveters/TPW635931.cat,16,67
TPW580730,https://www.trade-point.co.uk/departments/hardware/bolts-nuts-washers/washers/TPW580730.cat,15,62
TPW1739955,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/glue-heat-guns/glue-guns/TPW1739955.cat,15,60
TPW580740,https://www.trade-point.co.uk/departments/hardware/ropes-bungees-straps-chains/bungee-cords/TPW580740.cat,15,62
TPW580759,https://www.trade-point.co.uk/departments/hardware/door-furniture/door-viewers/TPW580759.cat,64,15
TPW636328,https://www.trade-point.co.uk/departments/tools-equipment/hand-tools/vices-clamps/vices/TPW636328.cat,16,67
TPW637272,https://www.trade-point.co.uk/departments/tools-equipment/site-equipment/cement-mixers-accessories/cement-mixing-trays/TPW637272.cat,16,67
TPW585861,https://www.trade-point.co.uk/departments/outdoor-garden/greenhouses-growhouses/greenhouse-accessories/frame-glazing-clips/TPW585861.cat,9,39
TPW1141419,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/workshop-machinery/bench-drills/TPW1141419.cat,16,67
TPW765635,https://www.trade-point.co.uk/departments/hardware/builder-s-metalwork/straps-ties/truss-clips/TPW765635.cat,15,78
TPW580739,https://www.trade-point.co.uk/departments/hardware/ropes-bungees-straps-chains/rope/TPW580739.cat,15,62
TPW765627,https://www.trade-point.co.uk/departments/hardware/builder-s-metalwork/straps-ties/framing-anchors/TPW765627.cat,15,78
TPW780460,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/digging-planting-soil-care/dibbers-widgers/TPW780460.cat,16,61
TPW1497091,https://www.trade-point.co.uk/departments/hardware/bolts-nuts-washers/bolts/TPW1497091.cat,15,62
TPW1739956,https://www.trade-point.co.uk/departments/tools-equipment/power-tools/glue-heat-guns/heat-guns/TPW1739956.cat,15,60
TPW580755,https://www.trade-point.co.uk/departments/hardware/door-furniture/door-knockers/TPW580755.cat,15,64
TPW780455,https://www.trade-point.co.uk/departments/outdoor-garden/garden-hand-tools-equipment/digging-planting-soil-care/soil-sieves/TPW780455.cat,16,62
TPW796654,https://www.trade-point.co.uk/departments/hardware/ropes-bungees-straps-chains/chains/TPW796654.cat,15,62
TPW822141,https://www.trade-point.co.uk/departments/bathroom/wet-rooms/installation-kits-components/wet-room-wastes-drains/TPW822141.cat,5,20
TPW822140,https://www.trade-point.co.uk/departments/bathroom/wet-rooms/installation-kits-components/wet-room-tape-pipe-collars/TPW822140.cat,5,20
TPW585867,https://www.trade-point.co.uk/departments/outdoor-garden/greenhouses-growhouses/greenhouse-accessories/staging-shelving/TPW585867.cat,9,39
TPW765626S,,15,64
TPW0002700,,15,64
TPW0002699,,15,64
TPW0002698,,15,64
TPW0002697,,15,64
TPW0002696,,15,64
TPW0002695,,15,70
TPW0002694,,15,70
TPW0002693,,15,70
TPW0002692,,15,70
TPW0002691,,15,70
TPW0002690,,15,70
TPW0002689,,15,70
TPW0002688,,15,70
TPW0002687,,15,70
TPW0002686,,15,70
TPW0002685,,15,70
TPW0002684,,15,70
TPW0002683,,15,70
TPW0002682,,15,70
TPW0002681,,15,70
TPW0002680,,15,70
TPW0002679,,15,70
TPW0002678,,15,70
TPW0002677,,15,70
TPW0002621,,15,70
TPW0002032,,15,71
TPW0002276,,15,70
TPW566708,,15,70
TPW566707,,15,70
TPW566706,,15,70
TPW566704,,15,70
